3000
EL_1| 12 74.8
EL_2262| 25 7.5
EL_2263| 26 33.8
EL_2264| 6 79.8
EL_2265| 67 39.2
EL_2266| 60 61.7
EL_2267| 34 58.1
EL_2268| 86 90
EL_2269| 27 99
EL_2270| 67 81.7
EL_2271| 36 39.5
EL_2272| 37 55.4
EL_2273| 92 20.3
EL_2274| 21 9.9
EL_2275| 75 37.6
EL_2276| 16 25.2
EL_2277| 29 71.3
EL_2278| 18 52
EL_2279| 39 48.3
EL_2280| 95 39.9
EL_2281| 63 10.4
EL_2282| 75 74.7
EL_2283| 31 6.7
EL_2284| 2 96.5
EL_2285| 20 53.9
EL_2286| 13 46.2
EL_2287| 40 94.4
EL_2288| 89 99.5
EL_2289| 3 35.4
EL_2290| 29 40.3
EL_2291| 72 97.7
EL_2292| 14 59.8
EL_2293| 14 62.1
EL_2294| 21 64.5
EL_2295| 100 52.4
EL_2296| 13 34.1
EL_2297| 2 90.6
EL_2298| 1 64.7
EL_2299| 1 27.4
EL_2300| 67 88.1
EL_2301| 92 53.2
EL_2302| 39 17.2
EL_2303| 24 99
EL_2304| 70 50.2
EL_2305| 89 71.8
EL_2306| 4 52.5
EL_2307| 0 49.1
EL_2308| 1 76.2
EL_2309| 24 55.9
EL_2310| 60 60.8
EL_2311| 88 96.9
EL_2312| 60 45.5
EL_2313| 39 2
EL_2314| 89 22.4
EL_2315| 90 30.4
EL_2316| 6 10.8
EL_2317| 64 67.7
EL_2318| 96 11
EL_2319| 67 98.3
EL_2320| 16 6.3
EL_2321| 86 28
EL_2322| 68 35.5
EL_2323| 67 92.8
EL_2324| 86 92.1
EL_2325| 80 70
EL_2326| 73 93.7
EL_2327| 16 27.8
EL_2328| 33 68.7
EL_2329| 1 72.8
EL_2330| 74 79
EL_2331| 61 77.7
EL_2332| 91 26.5
EL_2333| 74 64.8
EL_2334| 14 32
EL_2335| 32 45.2
EL_2336| 40 72.2
EL_2337| 83 19.5
EL_2338| 15 84.8
EL_2339| 79 57.5
EL_2340| 38 59.6
EL_2341| 74 3.3
EL_2342| 35 3.4
EL_2343| 92 94.8
EL_2344| 95 68.2
EL_2345| 70 51.8
EL_2346| 26 23.4
EL_2347| 85 1.7
EL_2348| 84 90
EL_2349| 60 19.7
EL_2350| 91 41.4
EL_2351| 80 22.7
EL_2352| 62 14.7
EL_2353| 11 96
EL_2354| 7 12.7
EL_2355| 2 97.3
EL_2356| 19 6.6
EL_2357| 4 82.2
EL_2358| 96 44
EL_2359| 9 89.3
EL_2360| 4 39
EL_2361| 5 27.8
EL_2362| 28 25.2
EL_2363| 31 71.8
EL_2364| 81 82.9
EL_2365| 25 9.6
EL_2366| 85 56.1
EL_2367| 18 60.6
EL_2368| 79 70.7
EL_2369| 3 13.6
EL_2370| 23 85.2
EL_2371| 88 59
EL_2372| 90 85.2
EL_2373| 73 30.8
EL_2374| 25 73.8
EL_2375| 27 27.6
EL_2376| 39 91.3
EL_2377| 90 44.1
EL_2378| 89 80.5
EL_2379| 26 95.8
EL_2380| 10 1.6
EL_2381| 18 4
EL_2382| 16 35.9
EL_2383| 16 7.5
EL_2384| 11 99.9
EL_2385| 72 25.9
EL_2386| 95 42.7
EL_2387| 75 36.9
EL_2388| 81 9.7
EL_2389| 72 78.4
EL_2390| 79 35.3
EL_2391| 83 24.6
EL_2392| 94 38.4
EL_2393| 6 10.2
EL_2394| 38 2.9
EL_2395| 28 56.4
EL_2396| 35 4.6
EL_2397| 83 69.2
EL_2398| 68 79.2
EL_2399| 99 3.1
EL_2400| 68 96.5
EL_2401| 84 36.2
EL_2402| 72 20.3
EL_2403| 6 19.1
EL_2404| 61 43.7
EL_2405| 78 61.2
EL_2406| 78 62.1
EL_2407| 10 13.7
EL_2408| 14 90.3
EL_2409| 64 48.6
EL_2410| 6 26.6
EL_2411| 0 93.2
EL_2412| 29 98.7
EL_2413| 80 20.2
EL_2414| 67 44.9
EL_2415| 19 99
EL_2416| 80 66.3
EL_2417| 12 5.8
EL_2418| 10 9.7
EL_2419| 18 64.9
EL_2420| 19 69.7
EL_2421| 8 30.4
EL_2422| 88 64.1
EL_2423| 23 63.1
EL_2424| 69 82.1
EL_2425| 64 53.5
EL_2426| 88 73.1
EL_2427| 77 30.1
EL_2428| 7 8.5
EL_2429| 12 28
EL_2430| 89 69.4
EL_2431| 78 45.2
EL_2432| 80 28.8
EL_2433| 27 72
EL_2434| 82 78.2
EL_2435| 17 84.3
EL_2436| 97 72.5
EL_2437| 16 19.4
EL_2438| 14 55.5
EL_2439| 87 11.8
EL_2440| 70 35
EL_2441| 26 91.1
EL_2442| 84 69.8
EL_2443| 4 65.4
EL_2444| 62 67.1
EL_2445| 69 98
EL_2446| 37 61.5
EL_2447| 12 29.9
EL_2448| 16 90.7
EL_2449| 18 72.1
EL_2450| 93 21
EL_2451| 88 97.2
EL_2452| 24 1.4
EL_2453| 61 39.7
EL_2454| 63 43.9
EL_2455| 83 45.3
EL_2456| 25 28
EL_2457| 30 87.6
EL_2458| 61 40.1
EL_2459| 21 59
EL_2460| 15 66.8
EL_2461| 92 8.1
EL_2462| 4 92.6
EL_2463| 38 44
EL_2464| 3 5.1
EL_2465| 39 36.3
EL_2466| 38 99.4
EL_2467| 40 52.6
EL_2468| 4 85.1
EL_2469| 35 85.5
EL_2470| 31 10
EL_2471| 26 41
EL_2472| 94 75.2
EL_2473| 77 82.8
EL_2474| 64 72.5
EL_2475| 9 34.5
EL_2476| 18 15.8
EL_2477| 74 47.8
EL_2478| 99 79.7
EL_2479| 25 82.3
EL_2480| 79 65.2
EL_2481| 95 99.5
EL_2482| 64 14.3
EL_2483| 1 38.8
EL_2484| 34 14.8
EL_2485| 6 91.6
EL_2486| 17 34.4
EL_2487| 90 86.8
EL_2488| 32 33.2
EL_2489| 73 60.8
EL_2490| 95 20.9
EL_2491| 95 39.9
EL_2492| 18 51.1
EL_2493| 76 4.7
EL_2494| 80 28
EL_2495| 20 51.9
EL_2496| 61 93.3
EL_2497| 15 17.6
EL_2498| 95 62.2
EL_2499| 93 10.1
EL_2500| 26 73.7
EL_2501| 19 81.3
EL_2502| 68 34.7
EL_2503| 24 64.8
EL_2504| 32 63.3
EL_2505| 99 91.8
EL_2506| 78 55.9
EL_2507| 26 48.5
EL_2508| 17 16.6
EL_2509| 78 5.6
EL_2510| 76 38.1
EL_2511| 67 52.5
EL_2512| 26 28.7
EL_2513| 0 19.4
EL_2514| 0 80.5
EL_2515| 3 16
EL_2516| 5 71.2
EL_2517| 68 35.7
EL_2518| 31 52.2
EL_2519| 70 10.5
EL_2520| 84 65.6
EL_2521| 13 92.9
EL_2522| 82 83.9
EL_2523| 70 97.1
EL_2524| 61 34.9
EL_2525| 24 10.5
EL_2526| 28 31.2
EL_2527| 79 32.2
EL_2528| 84 99.6
EL_2529| 98 37.6
EL_2530| 19 4
EL_2531| 35 89.9
EL_2532| 98 12.8
EL_2533| 17 58.5
EL_2534| 39 91.7
EL_2535| 30 75.2
EL_2536| 27 70.4
EL_2537| 74 65.4
EL_2538| 81 75.7
EL_2539| 60 66.1
EL_2540| 67 66
EL_2541| 98 22
EL_2542| 74 6.7
EL_2543| 93 63.2
EL_2544| 68 45.3
EL_2545| 79 65.5
EL_2546| 75 99.1
EL_2547| 8 61.8
EL_2548| 14 22.4
EL_2549| 29 65.3
EL_2550| 70 95.3
EL_2551| 89 55.2
EL_2552| 0 65.1
EL_2553| 69 66.7
EL_2554| 3 84.2
EL_2555| 10 13
EL_2556| 82 46
EL_2557| 86 25
EL_2558| 15 41.4
EL_2559| 4 80
EL_2560| 92 53.3
EL_2561| 27 52.7
EL_2562| 93 80.3
EL_2563| 68 89.6
EL_2564| 90 46.3
EL_2565| 81 72.8
EL_2566| 1 37.9
EL_2567| 15 50.8
EL_2568| 1 51.8
EL_2569| 16 24.9
EL_2570| 81 22.8
EL_2571| 11 9.8
EL_2572| 79 10.7
EL_2573| 92 78.3
EL_2574| 23 37.7
EL_2575| 83 27.2
EL_2576| 75 57.6
EL_2577| 38 66.9
EL_2578| 35 37
EL_2579| 67 73.8
EL_2580| 40 82.4
EL_2581| 4 9.4
EL_2582| 29 12
EL_2583| 39 51.1
EL_2584| 6 64
EL_2585| 5 54
EL_2586| 3 47.7
EL_2587| 72 96.6
EL_2588| 15 4.3
EL_2589| 0 66
EL_2590| 7 22.1
EL_2591| 73 58.7
EL_2592| 31 22.1
EL_2593| 83 44.1
EL_2594| 100 54.6
EL_2595| 89 42.8
EL_2596| 68 76.9
EL_2597| 32 53.4
EL_2598| 95 61.1
EL_2599| 19 27
EL_2600| 20 76.8
EL_2601| 8 43.2
EL_2602| 9 22.1
EL_2603| 35 10.9
EL_2604| 88 44.2
EL_2605| 64 27.7
EL_2606| 16 12.6
EL_2607| 81 72.5
EL_2608| 62 86.8
EL_2609| 34 97.8
EL_2610| 6 9.3
EL_2611| 9 34.4
EL_2612| 93 90.5
EL_2613| 77 24
EL_2614| 28 57
EL_2615| 70 86.5
EL_2616| 74 82.4
EL_2617| 4 2.5
EL_2618| 33 24.9
EL_2619| 78 53.6
EL_2620| 34 43.3
EL_2621| 69 18.6
EL_2622| 98 52.9
EL_2623| 70 95.3
EL_2624| 78 41.1
EL_2625| 9 18.9
EL_2626| 24 27.4
EL_2627| 2 71.2
EL_2628| 33 16.1
EL_2629| 11 98.1
EL_2630| 29 3.2
EL_2631| 39 86.7
EL_2632| 17 99.8
EL_2633| 26 14.8
EL_2634| 80 18
EL_2635| 71 51.1
EL_2636| 100 17.9
EL_2637| 73 69.7
EL_2638| 93 37.4
EL_2639| 4 3.4
EL_2640| 83 14.3
EL_2641| 87 37.6
EL_2642| 77 18.9
EL_2643| 70 14.8
EL_2644| 60 81.1
EL_2645| 3 76.2
EL_2646| 11 57.5
EL_2647| 40 75.4
EL_2648| 12 10.3
EL_2649| 26 26.5
EL_2650| 38 45
EL_2651| 16 57.7
EL_2652| 3 69.4
EL_2653| 27 46.9
EL_2654| 79 59.5
EL_2655| 39 72.6
EL_2656| 67 0.1
EL_2657| 40 9
EL_2658| 20 50.4
EL_2659| 7 60.6
EL_2660| 6 20.7
EL_2661| 33 76.8
EL_2662| 65 56
EL_2663| 27 37.5
EL_2664| 68 73.4
EL_2665| 35 95.5
EL_2666| 38 68.6
EL_2667| 0 65.5
EL_2668| 72 15.5
EL_2669| 26 38.9
EL_2670| 9 40.6
EL_2671| 35 11.5
EL_2672| 67 8
EL_2673| 62 35.3
EL_2674| 22 77.7
EL_2675| 76 4
EL_2676| 0 44.1
EL_2677| 38 66.4
EL_2678| 93 49.8
EL_2679| 12 73.7
EL_2680| 21 74.3
EL_2681| 32 82.8
EL_2682| 20 37.2
EL_2683| 28 10.7
EL_2684| 12 38.2
EL_2685| 67 18.8
EL_2686| 11 47.5
EL_2687| 7 84.2
EL_2688| 84 63.2
EL_2689| 3 53.2
EL_2690| 98 74.8
EL_2691| 86 88.6
EL_2692| 72 0.2
EL_2693| 65 71.7
EL_2694| 61 95.3
EL_2695| 86 31.1
EL_2696| 13 17.4
EL_2697| 62 84.4
EL_2698| 31 51.5
EL_2699| 74 51.9
EL_2700| 88 91.5
EL_2701| 37 93.8
EL_2702| 94 72.6
EL_2703| 82 84.7
EL_2704| 95 60.5
EL_2705| 33 91.5
EL_2706| 89 55.2
EL_2707| 100 44.4
EL_2708| 17 21.8
EL_2709| 31 30.4
EL_2710| 7 12.7
EL_2711| 0 51.2
EL_2712| 91 89.1
EL_2713| 60 20
EL_2714| 15 9.9
EL_2715| 97 14.3
EL_2716| 6 30.5
EL_2717| 85 18
EL_2718| 14 64.2
EL_2719| 66 11.1
EL_2720| 31 66.6
EL_2721| 29 55.9
EL_2722| 35 22.8
EL_2723| 76 62.9
EL_2724| 25 88
EL_2725| 96 13.2
EL_2726| 65 34.9
EL_2727| 66 18.1
EL_2728| 13 74.3
EL_2729| 61 6.5
EL_2730| 94 17
EL_2731| 8 46
EL_2732| 4 15.9
EL_2733| 36 76.6
EL_2734| 99 95.1
EL_2735| 29 9.8
EL_2736| 40 5.8
EL_2737| 8 14.2
EL_2738| 15 76.3
EL_2739| 2 25.6
EL_2740| 82 51.4
EL_2741| 74 61.1
EL_2742| 63 73
EL_2743| 75 43.5
EL_2744| 0 71.3
EL_2745| 98 5.6
EL_2746| 84 19.2
EL_2747| 70 2.6
EL_2748| 63 66.6
EL_2749| 67 35.5
EL_2750| 39 21.8
EL_2751| 85 75.6
EL_2752| 14 72.8
EL_2753| 40 29.4
EL_2754| 17 14
EL_2755| 78 14.1
EL_2756| 9 73
EL_2757| 2 25.1
EL_2758| 27 40.7
EL_2759| 21 38.2
EL_2760| 93 52.4
EL_2761| 64 66.1
EL_2762| 92 19.3
EL_2763| 94 56.4
EL_2764| 83 16.6
EL_2765| 1 14.7
EL_2766| 69 72.5
EL_2767| 3 5.4
EL_2768| 63 52.7
EL_2769| 88 91.8
EL_2770| 76 88
EL_2771| 5 49.4
EL_2772| 27 82.4
EL_2773| 27 32.8
EL_2774| 8 50.3
EL_2775| 21 5.8
EL_2776| 87 7.9
EL_2777| 65 73.5
EL_2778| 4 66.1
EL_2779| 15 28
EL_2780| 15 69.5
EL_2781| 39 90.8
EL_2782| 79 90.2
EL_2783| 11 37.8
EL_2784| 19 15.4
EL_2785| 27 99.7
EL_2786| 17 81.1
EL_2787| 97 88
EL_2788| 96 35.9
EL_2789| 27 28.1
EL_2790| 3 4.5
EL_2791| 16 63.4
EL_2792| 71 31.4
EL_2793| 96 43.4
EL_2794| 27 96.8
EL_2795| 18 85.6
EL_2796| 95 55
EL_2797| 89 79.5
EL_2798| 23 19
EL_2799| 39 54.1
EL_2800| 3 52.2
EL_2801| 74 92.6
EL_2802| 69 59.2
EL_2803| 86 18.8
EL_2804| 65 71.2
EL_2805| 72 64.9
EL_2806| 66 47
EL_2807| 27 82
EL_2808| 19 72.2
EL_2809| 38 16.9
EL_2810| 3 82.9
EL_2811| 10 81.6
EL_2812| 14 91.2
EL_2813| 66 90.8
EL_2814| 25 46.8
EL_2815| 21 38.5
EL_2816| 81 68.2
EL_2817| 61 27
EL_2818| 72 30.2
EL_2819| 97 90.8
EL_2820| 89 42.4
EL_2821| 95 28.8
EL_2822| 86 48.8
EL_2823| 17 88.3
EL_2824| 9 15.7
EL_2825| 0 41.3
EL_2826| 0 36.8
EL_2827| 86 47
EL_2828| 25 30.2
EL_2829| 31 28.7
EL_2830| 28 97.3
EL_2831| 5 20.1
EL_2832| 61 92.2
EL_2833| 31 86
EL_2834| 60 23.8
EL_2835| 17 77.3
EL_2836| 36 49.2
EL_2837| 7 63.3
EL_2838| 99 82.7
EL_2839| 20 7.5
EL_2840| 66 93.9
EL_2841| 99 92.5
EL_2842| 22 56.2
EL_2843| 39 59.6
EL_2844| 83 40.7
EL_2845| 12 56.5
EL_2846| 70 21.7
EL_2847| 70 59.4
EL_2848| 79 30.5
EL_2849| 5 34.6
EL_2850| 36 32.9
EL_2851| 92 9.6
EL_2852| 89 30.7
EL_2853| 100 51.7
EL_2854| 21 44
EL_2855| 3 1.2
EL_2856| 67 80
EL_2857| 62 3.4
EL_2858| 77 80.1
EL_2859| 7 86.4
EL_2860| 40 82.2
EL_2861| 3 10.3
EL_2862| 20 56.2
EL_2863| 15 82.5
EL_2864| 70 64
EL_2865| 19 59.9
EL_2866| 76 72.6
EL_2867| 77 33.6
EL_2868| 60 71.2
EL_2869| 17 7.9
EL_2870| 98 45
EL_2871| 29 84.9
EL_2872| 60 33.9
EL_2873| 97 14
EL_2874| 61 74.4
EL_2875| 11 27.2
EL_2876| 95 73.7
EL_2877| 63 66.8
EL_2878| 62 51.6
EL_2879| 64 86
EL_2880| 31 20.5
EL_2881| 99 96.2
EL_2882| 11 99.2
EL_2883| 5 13.9
EL_2884| 68 22.2
EL_2885| 73 41.1
EL_2886| 13 64.4
EL_2887| 21 82.1
EL_2888| 64 50.5
EL_2889| 31 22.3
EL_2890| 95 35.4
EL_2891| 66 61.2
EL_2892| 87 95.6
EL_2893| 69 29.8
EL_2894| 66 46.2
EL_2895| 67 55.5
EL_2896| 19 82.6
EL_2897| 94 12.3
EL_2898| 8 50
EL_2899| 40 29.3
EL_2900| 7 99.7
EL_2901| 98 91.7
EL_2902| 6 20.7
EL_2903| 21 33.6
EL_2904| 98 64.6
EL_2905| 93 93.3
EL_2906| 93 67.4
EL_2907| 17 35.4
EL_2908| 66 75.4
EL_2909| 79 6.5
EL_2910| 80 49.2
EL_2911| 70 38.4
EL_2912| 70 92.2
EL_2913| 14 50.9
EL_2914| 89 91.2
EL_2915| 92 52.3
EL_2916| 88 78.8
EL_2917| 97 3.3
EL_2918| 37 24.7
EL_2919| 17 49.3
EL_2920| 60 89.1
EL_2921| 36 4.1
EL_2922| 96 67.3
EL_2923| 100 18
EL_2924| 3 45.7
EL_2925| 62 45.5
EL_2926| 64 31.7
EL_2927| 89 17.6
EL_2928| 69 57.3
EL_2929| 74 39.4
EL_2930| 21 42.1
EL_2931| 36 5.2
EL_2932| 32 29.6
EL_2933| 62 0.9
EL_2934| 37 90
EL_2935| 77 60.1
EL_2936| 18 57.3
EL_2937| 96 63.7
EL_2938| 90 1.8
EL_2939| 24 11.3
EL_2940| 92 74.4
EL_2941| 62 88
EL_2942| 25 88.8
EL_2943| 3 32.5
EL_2944| 7 49
EL_2945| 94 92.5
EL_2946| 83 47.8
EL_2947| 98 9.2
EL_2948| 7 97.9
EL_2949| 0 32
EL_2950| 26 5.7
EL_2951| 68 99.3
EL_2952| 83 50.2
EL_2953| 1 43.6
EL_2954| 18 33.2
EL_2955| 12 81.6
EL_2956| 60 8.6
EL_2957| 2 98.6
EL_2958| 21 40.5
EL_2959| 85 3.9
EL_2960| 15 37
EL_2961| 10 39.8
EL_2962| 72 94.9
EL_2963| 29 50.6
EL_2964| 20 3.8
EL_2965| 26 71.5
EL_2966| 76 25.5
EL_2967| 82 10.7
EL_2968| 73 99.3
EL_2969| 2 78.6
EL_2970| 1 64
EL_2971| 93 96.9
EL_2972| 90 97
EL_2973| 23 32.1
EL_2974| 94 93.8
EL_2975| 97 56.8
EL_2976| 72 25
EL_2977| 66 87.2
EL_2978| 9 26.1
EL_2979| 88 76.4
EL_2980| 18 48.6
EL_2981| 97 97.1
EL_2982| 71 2.8
EL_2983| 63 19.5
EL_2984| 86 7.5
EL_2985| 92 79.9
EL_2986| 38 7.5
EL_2987| 29 29
EL_2988| 15 89.1
EL_2989| 17 49.1
EL_2990| 90 33.5
EL_2991| 89 48.7
EL_2992| 35 13.9
EL_2993| 10 44.2
EL_2994| 66 98.2
EL_2995| 69 62.1
EL_2996| 5 16
EL_2997| 93 19.1
EL_2998| 65 40.1
EL_2999| 35 29.7
EL_3000| 62 59.5
EL_3001| 2 52.8
EL_3002| 15 84.7
EL_3003| 6 40.9
EL_3004| 87 93.3
EL_3005| 31 74.9
EL_3006| 89 30.9
EL_3007| 85 97.6
EL_3008| 64 9.5
EL_3009| 88 16.1
EL_3010| 68 24.2
EL_3011| 27 96.2
EL_3012| 32 78.1
EL_3013| 24 54.8
EL_3014| 85 8.6
EL_3015| 15 90.6
EL_3016| 84 38
EL_3017| 25 94.8
EL_3018| 26 38.9
EL_3019| 76 78.9
EL_3020| 72 2.3
EL_3021| 94 58.1
EL_3022| 82 57.7
EL_3023| 31 36.3
EL_3024| 67 39.9
EL_3025| 83 50.2
EL_3026| 34 13
EL_3027| 77 43.3
EL_3028| 24 43.2
EL_3029| 9 79
EL_3030| 25 40.7
EL_3031| 15 21.3
EL_3032| 40 67.2
EL_3033| 38 73.4
EL_3034| 12 89.7
EL_3035| 3 93.3
EL_3036| 92 50.7
EL_3037| 83 63.5
EL_3038| 13 16.8
EL_3039| 65 9.3
EL_3040| 74 56.6
EL_3041| 86 17.9
EL_3042| 10 95.3
EL_3043| 21 57.8
EL_3044| 80 4.7
EL_3045| 84 25.4
EL_3046| 26 64.8
EL_3047| 36 39
EL_3048| 92 18.2
EL_3049| 37 72.5
EL_3050| 79 34.2
EL_3051| 95 79.9
EL_3052| 83 41.9
EL_3053| 100 57.1
EL_3054| 4 56.3
EL_3055| 84 11.2
EL_3056| 6 65.5
EL_3057| 17 53.7
EL_3058| 94 14.3
EL_3059| 88 29.7
EL_3060| 98 58.6
EL_3061| 70 99.7
EL_3062| 83 91.9
EL_3063| 5 51.7
EL_3064| 76 95.3
EL_3065| 35 48.2
EL_3066| 21 57.2
EL_3067| 87 57.6
EL_3068| 83 93.6
EL_3069| 85 98.9
EL_3070| 27 69.3
EL_3071| 69 55.8
EL_3072| 29 31
EL_3073| 25 17.4
EL_3074| 62 13.6
EL_3075| 14 47
EL_3076| 67 40.9
EL_3077| 97 65.6
EL_3078| 79 83.6
EL_3079| 78 52.1
EL_3080| 63 41.7
EL_3081| 30 87.9
EL_3082| 88 17.3
EL_3083| 39 39.2
EL_3084| 65 66
EL_3085| 73 16.8
EL_3086| 11 82.7
EL_3087| 5 31.4
EL_3088| 4 8.8
EL_3089| 27 97.1
EL_3090| 66 57.7
EL_3091| 76 40.1
EL_3092| 91 5.4
EL_3093| 97 47.2
EL_3094| 68 9.9
EL_3095| 76 34.6
EL_3096| 29 91.9
EL_3097| 20 39.1
EL_3098| 68 36.4
EL_3099| 61 85.4
EL_3100| 87 66
EL_3101| 13 45.3
EL_3102| 66 1.6
EL_3103| 14 15.7
EL_3104| 62 46.1
EL_3105| 97 57.1
EL_3106| 24 35
EL_3107| 5 31.4
EL_3108| 92 29.2
EL_3109| 93 21.5
EL_3110| 96 76.7
EL_3111| 6 52.7
EL_3112| 87 23.2
EL_3113| 68 81.7
EL_3114| 67 95.2
EL_3115| 84 17.6
EL_3116| 11 37.3
EL_3117| 75 50.9
EL_3118| 92 47.4
EL_3119| 4 78
EL_3120| 67 15.4
EL_3121| 4 74.1
EL_3122| 60 60.8
EL_3123| 65 32.2
EL_3124| 33 8.7
EL_3125| 93 66
EL_3126| 0 92.8
EL_3127| 8 59.1
EL_3128| 15 37.7
EL_3129| 64 38.1
EL_3130| 100 65.4
EL_3131| 84 4.2
EL_3132| 37 95.8
EL_3133| 91 62
EL_3134| 9 77.2
EL_3135| 12 78
EL_3136| 20 52.8
EL_3137| 70 23.8
EL_3138| 82 57.4
EL_3139| 98 29.7
EL_3140| 33 95.9
EL_3141| 10 91
EL_3142| 37 42.1
EL_3143| 97 2.4
EL_3144| 75 51.2
EL_3145| 98 62.8
EL_3146| 72 12.4
EL_3147| 99 8.7
EL_3148| 82 98.3
EL_3149| 10 5.4
EL_3150| 86 17.8
EL_3151| 15 20.1
EL_3152| 70 41.4
EL_3153| 39 92.3
EL_3154| 68 33.5
EL_3155| 61 26.7
EL_3156| 61 74
EL_3157| 38 77.8
EL_3158| 61 81.9
EL_3159| 28 40.7
EL_3160| 79 6.7
EL_3161| 27 51.2
EL_3162| 95 97.2
EL_3163| 100 81.8
EL_3164| 83 0.1
EL_3165| 71 99.4
EL_3166| 72 15.9
EL_3167| 73 1.3
EL_3168| 34 22.9
EL_3169| 77 17.4
EL_3170| 65 11.6
EL_3171| 34 30.9
EL_3172| 77 33.8
EL_3173| 16 47.9
EL_3174| 72 59.8
EL_3175| 74 82.1
EL_3176| 9 3
EL_3177| 23 7.6
EL_3178| 34 70.4
EL_3179| 33 51
EL_3180| 16 55.1
EL_3181| 22 56.1
EL_3182| 4 18.1
EL_3183| 91 38.7
EL_3184| 99 88.1
EL_3185| 1 3.2
EL_3186| 23 6.9
EL_3187| 84 90.4
EL_3188| 0 28
EL_3189| 33 13.2
EL_3190| 16 87
EL_3191| 74 30.1
EL_3192| 99 8
EL_3193| 27 51.4
EL_3194| 99 18.2
EL_3195| 24 20.8
EL_3196| 60 19.4
EL_3197| 8 71.9
EL_3198| 92 71.3
EL_3199| 68 27.3
EL_3200| 22 5.5
EL_3201| 79 43.8
EL_3202| 79 37
EL_3203| 96 4
EL_3204| 6 60.6
EL_3205| 2 64.6
EL_3206| 60 7
EL_3207| 87 25.1
EL_3208| 29 55.1
EL_3209| 68 89.5
EL_3210| 10 84
EL_3211| 6 89.2
EL_3212| 16 65.9
EL_3213| 27 13.8
EL_3214| 2 48.5
EL_3215| 72 57.1
EL_3216| 3 6.1
EL_3217| 65 55.2
EL_3218| 88 52.8
EL_3219| 22 78.1
EL_3220| 80 6.9
EL_3221| 70 92.9
EL_3222| 96 28.4
EL_3223| 77 41.3
EL_3224| 33 44.9
EL_3225| 4 25.8
EL_3226| 96 96.3
EL_3227| 62 73.1
EL_3228| 70 44.5
EL_3229| 20 88
EL_3230| 99 22.4
EL_3231| 24 41
EL_3232| 1 60.5
EL_3233| 92 67.4
EL_3234| 5 62.6
EL_3235| 88 3.7
EL_3236| 25 69.5
EL_3237| 32 44.8
EL_3238| 95 98.3
EL_3239| 98 47.9
EL_3240| 0 75.8
EL_3241| 5 27.3
EL_3242| 22 57.5
EL_3243| 35 20.8
EL_3244| 40 37.1
EL_3245| 3 50.9
EL_3246| 98 30.5
EL_3247| 80 65.8
EL_3248| 76 45.5
EL_3249| 4 93.6
EL_3250| 34 24.7
EL_3251| 12 89.6
EL_3252| 60 76.6
EL_3253| 100 32.1
EL_3254| 0 43.2
EL_3255| 84 6.3
EL_3256| 32 33.1
EL_3257| 92 97.3
EL_3258| 82 6.1
EL_3259| 70 30.8
EL_3260| 13 6.4
EL_3261| 72 1.8
EL_3262| 76 74.6
EL_3263| 13 68
EL_3264| 62 37.2
EL_3265| 82 66.1
EL_3266| 5 48.8
EL_3267| 65 15.8
EL_3268| 70 10.3
EL_3269| 12 64.9
EL_3270| 6 17.4
EL_3271| 15 77.2
EL_3272| 31 71.4
EL_3273| 19 67.4
EL_3274| 31 53
EL_3275| 68 46.8
EL_3276| 92 89
EL_3277| 64 59.6
EL_3278| 95 60.9
EL_3279| 69 78.8
EL_3280| 79 26.9
EL_3281| 28 93
EL_3282| 36 81.3
EL_3283| 63 19.8
EL_3284| 89 62.7
EL_3285| 93 36.2
EL_3286| 98 52.8
EL_3287| 7 18.3
EL_3288| 16 36.7
EL_3289| 72 58.4
EL_3290| 25 62.2
EL_3291| 82 47.3
EL_3292| 37 9.7
EL_3293| 17 5.8
EL_3294| 37 43.1
EL_3295| 19 10.3
EL_3296| 81 11.1
EL_3297| 69 78.6
EL_3298| 66 46.6
EL_3299| 96 28
EL_3300| 68 94.4
EL_3301| 22 88.7
EL_3302| 39 14.9
EL_3303| 29 15.2
EL_3304| 16 12.2
EL_3305| 9 78
EL_3306| 69 28.8
EL_3307| 63 38.6
EL_3308| 27 13.4
EL_3309| 5 95.3
EL_3310| 40 33.5
EL_3311| 32 90
EL_3312| 19 3.3
EL_3313| 31 97.3
EL_3314| 15 26.5
EL_3315| 31 67.7
EL_3316| 36 40.9
EL_3317| 31 7
EL_3318| 17 20.1
EL_3319| 6 75.2
EL_3320| 67 2.5
EL_3321| 34 66.2
EL_3322| 33 71.3
EL_3323| 16 23.6
EL_3324| 76 78.8
EL_3325| 99 80.1
EL_3326| 39 63.3
EL_3327| 17 61.6
EL_3328| 99 70.6
EL_3329| 89 79.1
EL_3330| 14 56.5
EL_3331| 70 49.2
EL_3332| 67 6.5
EL_3333| 100 16.1
EL_3334| 77 41.5
EL_3335| 27 31
EL_3336| 4 20.9
EL_3337| 1 4.6
EL_3338| 0 7.4
EL_3339| 61 69.8
EL_3340| 75 20.1
EL_3341| 34 97.5
EL_3342| 22 93.6
EL_3343| 82 92.6
EL_3344| 79 78.9
EL_3345| 73 97
EL_3346| 12 51.4
EL_3347| 4 44.7
EL_3348| 73 49.6
EL_3349| 87 8.4
EL_3350| 19 77.5
EL_3351| 28 32.9
EL_3352| 73 67.4
EL_3353| 85 95.1
EL_3354| 74 87.8
EL_3355| 61 11.9
